Country,Cancer Type,Deaths (2021),% of Total Cancer Deaths,Total Cancer Deaths,Population (2021)
South Africa,Breast Cancer,70518,21.83,323068,833388526
South Africa,Esophageal Cancer,13205,4.09,323068,227612659
South Africa,Pancreatic Cancer,13748,4.26,323068,310219945
South Africa,Prostate Cancer,4092,1.27,323068,1312821887
South Africa,Cervical Cancer,23692,7.33,323068,1118382682
South Africa,Bladder Cancer,24862,7.7,323068,661995059
South Africa,Non-Hodgkin Lymphoma,71469,22.12,323068,1489458558
South Africa,Leukemia,4969,1.54,323068,540300063
South Africa,Kidney Cancer,42743,13.23,323068,736706257
South Africa,Ovarian Cancer,40876,12.65,323068,1406985717
South Africa,Oral Cancer,21323,6.6,323068,365379165
South Korea,Lung Cancer,35578,9.4,378572,847811606
South Korea,Colorectal Cancer,65140,17.21,378572,1059794922
South Korea,Stomach Cancer,7364,1.95,378572,1481980323
South Korea,Liver Cancer,36349,9.6,378572,1449739507
South Korea,Breast Cancer,67467,17.82,378572,525464968
South Korea,Esophageal Cancer,58062,15.34,378572,478330418
South Korea,Pancreatic Cancer,14861,3.93,378572,1034075269
South Korea,Prostate Cancer,64928,17.15,378572,607052499
South Korea,Cervical Cancer,42347,11.19,378572,454512241
South Korea,Bladder Cancer,29164,7.7,378572,672376275
South Korea,Non-Hodgkin Lymphoma,60222,15.91,378572,1022991549
South Korea,Leukemia,4748,1.25,378572,353289045
South Korea,Kidney Cancer,27553,7.28,378572,151062915
South Korea,Ovarian Cancer,61380,16.21,378572,349878625
South Korea,Oral Cancer,40560,10.71,378572,671880361
South Sudan,Lung Cancer,5675,3.23,175910,727114793
South Sudan,Colorectal Cancer,78986,44.9,175910,335178744
South Sudan,Stomach Cancer,11068,6.29,175910,593284062
South Sudan,Liver Cancer,47418,26.96,175910,1152074591
South Sudan,Breast Cancer,23337,13.27,175910,511122177
South Sudan,Esophageal Cancer,39751,22.6,175910,623174223
South Sudan,Pancreatic Cancer,15758,8.96,175910,813125290
South Sudan,Prostate Cancer,32831,18.66,175910,1389447872
South Sudan,Cervical Cancer,34654,19.7,175910,428549012
South Sudan,Bladder Cancer,27627,15.71,175910,444206982
South Sudan,Non-Hodgkin Lymphoma,45910,26.1,175910,1368433521
South Sudan,Leukemia,59251,33.68,175910,173395102
South Sudan,Kidney Cancer,12984,7.38,175910,838557215
South Sudan,Ovarian Cancer,1320,0.75,175910,654234734
South Sudan,Oral Cancer,22684,12.9,175910,1140726953
Spain,Lung Cancer,22889,5.08,450918,441104553
Spain,Colorectal Cancer,49899,11.07,450918,442705579
Spain,Stomach Cancer,11770,2.61,450918,541973465
Spain,Liver Cancer,42777,9.49,450918,747632362
Spain,Breast Cancer,74034,16.42,450918,1490869292
Spain,Esophageal Cancer,41130,9.12,450918,1393984075
Spain,Pancreatic Cancer,50346,11.17,450918,758991913
Spain,Prostate Cancer,16216,3.6,450918,444026369
Spain,Cervical Cancer,30327,6.73,450918,24213953
Spain,Bladder Cancer,49443,10.96,450918,6782197
Spain,Non-Hodgkin Lymphoma,68613,15.22,450918,1186078949
Spain,Leukemia,63559,14.1,450918,972832700
Spain,Kidney Cancer,71409,15.84,450918,827155451
Spain,Ovarian Cancer,34065,7.55,450918,1003156839
Spain,Oral Cancer,34783,7.71,450918,1062193064
Sri Lanka,Lung Cancer,52502,33.07,158741,258454500
Sri Lanka,Colorectal Cancer,18653,11.75,158741,563527951
Sri Lanka,Stomach Cancer,41469,26.12,158741,525017848
Sri Lanka,Liver Cancer,60754,38.27,158741,488224602
Sri Lanka,Breast Cancer,44169,27.82,158741,788922079
Sri Lanka,Esophageal Cancer,55745,35.12,158741,405336216
Sri Lanka,Pancreatic Cancer,6543,4.12,158741,543825544
Sri Lanka,Prostate Cancer,22067,13.9,158741,120588697
Sri Lanka,Cervical Cancer,46256,29.14,158741,528131145
Sri Lanka,Bladder Cancer,70345,44.31,158741,1469946095
Sri Lanka,Non-Hodgkin Lymphoma,73742,46.45,158741,565252731
Sri Lanka,Leukemia,29992,18.89,158741,743372786
Sri Lanka,Kidney Cancer,49803,31.37,158741,751103959
Sri Lanka,Ovarian Cancer,64477,40.62,158741,1272018394
Sri Lanka,Oral Cancer,27270,17.18,158741,1313223800
Sudan,Lung Cancer,8452,1.7,498413,1315169358
Sudan,Colorectal Cancer,15859,3.18,498413,396209316
Sudan,Stomach Cancer,32899,6.6,498413,713539475
Sudan,Liver Cancer,68708,13.79,498413,107017638
Sudan,Breast Cancer,17663,3.54,498413,299045321
Sudan,Esophageal Cancer,20053,4.02,498413,387018125
Sudan,Pancreatic Cancer,31564,6.33,498413,434413777
Sudan,Prostate Cancer,60095,12.06,498413,1465405901
Sudan,Cervical Cancer,22153,4.44,498413,648197845
Sudan,Bladder Cancer,7135,1.43,498413,923210339
Sudan,Non-Hodgkin Lymphoma,8189,1.64,498413,110394125
Sudan,Leukemia,44646,8.96,498413,850685327
Sudan,Kidney Cancer,54687,10.97,498413,1255951640
Sudan,Ovarian Cancer,28564,5.73,498413,772518627
Sudan,Oral Cancer,62587,12.56,498413,349731685
Suriname,Lung Cancer,18046,5.92,304994,5776415
Suriname,Colorectal Cancer,74580,24.45,304994,1169035962
Suriname,Stomach Cancer,10615,3.48,304994,936836346
Suriname,Liver Cancer,6060,1.99,304994,696074243
Suriname,Breast Cancer,77436,25.39,304994,575286951
Suriname,Esophageal Cancer,72117,23.65,304994,70765086
Suriname,Pancreatic Cancer,79533,26.08,304994,793963467
Suriname,Prostate Cancer,59255,19.43,304994,709910060
Suriname,Cervical Cancer,57918,18.99,304994,244002509
Suriname,Bladder Cancer,26256,8.61,304994,644334753
Suriname,Non-Hodgkin Lymphoma,44116,14.46,304994,623353238
Suriname,Leukemia,57063,18.71,304994,1202821562
Suriname,Kidney Cancer,68789,22.55,304994,508745102
Suriname,Ovarian Cancer,1864,0.61,304994,59557684
Suriname,Oral Cancer,41222,13.52,304994,1387100066
Sweden,Lung Cancer,21955,9.82,223664,1093989010
Sweden,Colorectal Cancer,70590,31.56,223664,1355101535
Sweden,Stomach Cancer,67471,30.17,223664,1390878995
Sweden,Liver Cancer,44298,19.81,223664,63110920
Sweden,Breast Cancer,49924,22.32,223664,366314373
Sweden,Esophageal Cancer,10726,4.8,223664,210907096
Sweden,Pancreatic Cancer,41542,18.57,223664,715115009
Sweden,Prostate Cancer,22316,9.98,223664,970493210
Sweden,Cervical Cancer,16960,7.58,223664,408872758
Sweden,Bladder Cancer,26216,11.72,223664,1353564435
Sweden,Non-Hodgkin Lymphoma,65427,29.25,223664,416086422
Sweden,Leukemia,63047,28.19,223664,760766602
Sweden,Kidney Cancer,48014,21.47,223664,137888220
Sweden,Ovarian Cancer,15389,6.88,223664,283659343
Sweden,Oral Cancer,51733,23.13,223664,1343064832
Switzerland,Lung Cancer,27681,6.18,448030,1314160302
Switzerland,Colorectal Cancer,25704,5.74,448030,741913052
Switzerland,Stomach Cancer,8493,1.9,448030,397431367
Switzerland,Liver Cancer,55383,12.36,448030,573132274
Switzerland,Breast Cancer,70280,15.69,448030,569637570
Switzerland,Esophageal Cancer,48291,10.78,448030,552155362
Switzerland,Pancreatic Cancer,6594,1.47,448030,514514859
Switzerland,Prostate Cancer,8371,1.87,448030,312998675
Switzerland,Cervical Cancer,17626,3.93,448030,989912741
Switzerland,Bladder Cancer,8130,1.81,448030,512842988
Switzerland,Non-Hodgkin Lymphoma,58514,13.06,448030,802612428
Switzerland,Leukemia,53664,11.98,448030,1223095957
Switzerland,Kidney Cancer,18883,4.21,448030,503966196
Switzerland,Ovarian Cancer,62269,13.9,448030,999757418
Switzerland,Oral Cancer,76986,17.18,448030,971805191
Syria,Lung Cancer,41745,11.46,364179,102204825
Syria,Colorectal Cancer,53975,14.82,364179,1213308082
Syria,Stomach Cancer,26625,7.31,364179,1281225174
Syria,Liver Cancer,57396,15.76,364179,178701787
Syria,Breast Cancer,14331,3.94,364179,653409271
Syria,Esophageal Cancer,64014,17.58,364179,368596299
Syria,Pancreatic Cancer,55478,15.23,364179,191459870
Syria,Prostate Cancer,56734,15.58,364179,1004909069
Syria,Cervical Cancer,77441,21.26,364179,1270871657
Syria,Bladder Cancer,61197,16.8,364179,100699297
Syria,Non-Hodgkin Lymphoma,43431,11.93,364179,1084671469
Syria,Leukemia,5837,1.6,364179,657913776
Syria,Kidney Cancer,72232,19.83,364179,1332115239
Syria,Ovarian Cancer,13615,3.74,364179,358041594
Syria,Oral Cancer,31771,8.72,364179,989794741
Taiwan,Lung Cancer,66911,15.0,446030,321569606
Taiwan,Colorectal Cancer,21746,4.88,446030,816769496
Taiwan,Stomach Cancer,74369,16.67,446030,1162561957
Taiwan,Liver Cancer,31573,7.08,446030,1449704651
Taiwan,Breast Cancer,41874,9.39,446030,128620516
Taiwan,Esophageal Cancer,34367,7.71,446030,245303736
Taiwan,Pancreatic Cancer,75328,16.89,446030,1432101820
Taiwan,Prostate Cancer,37405,8.39,446030,1424146936
Taiwan,Cervical Cancer,16989,3.81,446030,551269187
Taiwan,Bladder Cancer,10290,2.31,446030,1101601648
Taiwan,Non-Hodgkin Lymphoma,77298,17.33,446030,217774632
Taiwan,Leukemia,28052,6.29,446030,518317398
Taiwan,Kidney Cancer,41475,9.3,446030,343442730
Taiwan,Ovarian Cancer,58656,13.15,446030,1357219288
Taiwan,Oral Cancer,47546,10.66,446030,330522016
Tajikistan,Lung Cancer,28405,6.92,410435,696454029
Tajikistan,Colorectal Cancer,37386,9.11,410435,680043869
Tajikistan,Stomach Cancer,21827,5.32,410435,457715202
Tajikistan,Liver Cancer,79543,19.38,410435,491227437
Tajikistan,Breast Cancer,36315,8.85,410435,495549070
Tajikistan,Esophageal Cancer,15327,3.73,410435,1801125
Tajikistan,Pancreatic Cancer,28241,6.88,410435,490538042
Tajikistan,Prostate Cancer,16540,4.03,410435,637657907
Tajikistan,Cervical Cancer,26081,6.35,410435,264909797
Tajikistan,Bladder Cancer,12350,3.01,410435,990957638
Tajikistan,Non-Hodgkin Lymphoma,43832,10.68,410435,849854000
Tajikistan,Leukemia,18576,4.53,410435,776319881
Tajikistan,Kidney Cancer,1390,0.34,410435,109484079
Tajikistan,Ovarian Cancer,46436,11.31,410435,478637937
Tajikistan,Oral Cancer,14029,3.42,410435,1453061491
Tanzania,Lung Cancer,10121,2.75,368011,164579395
Tanzania,Colorectal Cancer,18027,4.9,368011,897922026
Tanzania,Stomach Cancer,75229,20.44,368011,252536089
Tanzania,Liver Cancer,51435,13.98,368011,225910848
Tanzania,Breast Cancer,11310,3.07,368011,410008605
Tanzania,Esophageal Cancer,70922,19.27,368011,501268551
Tanzania,Pancreatic Cancer,13242,3.6,368011,1270025059
Tanzania,Prostate Cancer,9947,2.7,368011,341506234
Tanzania,Cervical Cancer,72466,19.69,368011,283826010
Tanzania,Bladder Cancer,62816,17.07,368011,740103899
Tanzania,Non-Hodgkin Lymphoma,1507,0.41,368011,617196623
Tanzania,Leukemia,12618,3.43,368011,651453550
Tanzania,Kidney Cancer,17122,4.65,368011,411941699
Tanzania,Ovarian Cancer,53774,14.61,368011,1371624941
Tanzania,Oral Cancer,29633,8.05,368011,373046886
Thailand,Lung Cancer,37483,12.0,312456,863304797
Thailand,Colorectal Cancer,74373,23.8,312456,1353959253
Thailand,Stomach Cancer,8370,2.68,312456,1252595329
Thailand,Liver Cancer,72947,23.35,312456,1412553501
Thailand,Breast Cancer,1692,0.54,312456,839365438
Thailand,Esophageal Cancer,74984,24.0,312456,1388702654
Thailand,Pancreatic Cancer,50593,16.19,312456,1399805593
Thailand,Prostate Cancer,7533,2.41,312456,954766469
Thailand,Cervical Cancer,8211,2.63,312456,174024967
Thailand,Bladder Cancer,78463,25.11,312456,70936228
Thailand,Non-Hodgkin Lymphoma,78713,25.19,312456,347368606
Thailand,Leukemia,8933,2.86,312456,46069853
Thailand,Kidney Cancer,41696,13.34,312456,641554953
Thailand,Ovarian Cancer,57548,18.42,312456,1229039691
Thailand,Oral Cancer,8797,2.82,312456,507512221
Togo,Lung Cancer,34672,10.96,316486,370934740
Togo,Colorectal Cancer,27140,8.58,316486,1205028576
Togo,Stomach Cancer,35493,11.21,316486,475067713
Togo,Liver Cancer,23195,7.33,316486,104552486
Togo,Breast Cancer,4956,1.57,316486,501187307
Togo,Esophageal Cancer,19690,6.22,316486,813967046
Togo,Pancreatic Cancer,49849,15.75,316486,1083884517
Togo,Prostate Cancer,50056,15.82,316486,1441414059
Togo,Cervical Cancer,71211,22.5,316486,857466298
Togo,Bladder Cancer,79545,25.13,316486,1136897795
Togo,Non-Hodgkin Lymphoma,63320,20.01,316486,16234145
Togo,Leukemia,40516,12.8,316486,293526039
Togo,Kidney Cancer,18857,5.96,316486,1400868587
Togo,Ovarian Cancer,62822,19.85,316486,565611205
Togo,Oral Cancer,53248,16.82,316486,424324856
Tonga,Lung Cancer,76318,27.73,275188,1063573818
Tonga,Colorectal Cancer,29557,10.74,275188,708073702
Tonga,Stomach Cancer,76163,27.68,275188,947987227
Tonga,Liver Cancer,79002,28.71,275188,540666038
Tonga,Breast Cancer,13720,4.99,275188,308552520
Tonga,Esophageal Cancer,73095,26.56,275188,1396236292
Tonga,Pancreatic Cancer,36892,13.41,275188,101508127
Tonga,Prostate Cancer,78242,28.43,275188,974981001
Tonga,Cervical Cancer,78606,28.56,275188,345051470
Tonga,Bladder Cancer,1924,0.7,275188,54004410
Tonga,Non-Hodgkin Lymphoma,27478,9.99,275188,615012290
Tonga,Leukemia,47418,17.23,275188,1041642825
Tonga,Kidney Cancer,74762,27.17,275188,220688453
Tonga,Ovarian Cancer,6515,2.37,275188,51283084
Tonga,Oral Cancer,77946,28.32,275188,1163304007
Trinidad and Tobago,Lung Cancer,44129,17.54,251542,625173395
Trinidad and Tobago,Colorectal Cancer,38038,15.12,251542,25467331
Trinidad and Tobago,Stomach Cancer,43674,17.36,251542,267465876
Trinidad and Tobago,Liver Cancer,30831,12.26,251542,318251414
Trinidad and Tobago,Breast Cancer,12279,4.88,251542,284546956
Trinidad and Tobago,Esophageal Cancer,61610,24.49,251542,867904072
Trinidad and Tobago,Pancreatic Cancer,54051,21.49,251542,1109547917
Trinidad and Tobago,Prostate Cancer,57652,22.92,251542,488653364
Trinidad and Tobago,Cervical Cancer,7470,2.97,251542,421939790
Trinidad and Tobago,Bladder Cancer,42798,17.01,251542,190261413
Trinidad and Tobago,Non-Hodgkin Lymphoma,54473,21.66,251542,796757992
Trinidad and Tobago,Leukemia,45439,18.06,251542,107944624
Trinidad and Tobago,Kidney Cancer,15308,6.09,251542,196786752
Trinidad and Tobago,Ovarian Cancer,36081,14.34,251542,384173839
Trinidad and Tobago,Oral Cancer,10837,4.31,251542,1274940919
Tunisia,Lung Cancer,37824,17.34,218128,730659403
Tunisia,Colorectal Cancer,27299,12.52,218128,530499801
Tunisia,Stomach Cancer,59861,27.44,218128,80721839
Tunisia,Liver Cancer,70453,32.3,218128,1056906728
Tunisia,Breast Cancer,69472,31.85,218128,254857558
Tunisia,Esophageal Cancer,15506,7.11,218128,820163269
Tunisia,Pancreatic Cancer,27026,12.39,218128,202747480
Tunisia,Prostate Cancer,39417,18.07,218128,392446058
Tunisia,Cervical Cancer,60213,27.6,218128,1228933467
Tunisia,Bladder Cancer,28281,12.97,218128,741408634
Tunisia,Non-Hodgkin Lymphoma,29091,13.34,218128,730597246
Tunisia,Leukemia,19610,8.99,218128,1423263351
Tunisia,Kidney Cancer,47751,21.89,218128,658013727
Tunisia,Ovarian Cancer,79291,36.35,218128,342961435
Tunisia,Oral Cancer,60872,27.91,218128,96427651
Turkey,Lung Cancer,63712,14.32,444877,423728673
Turkey,Colorectal Cancer,68567,15.41,444877,427746759
Turkey,Stomach Cancer,33230,7.47,444877,1018580812
Turkey,Liver Cancer,41644,9.36,444877,417464408
Turkey,Breast Cancer,46203,10.39,444877,769935029
Turkey,Esophageal Cancer,26425,5.94,444877,1278813102
Turkey,Pancreatic Cancer,70806,15.92,444877,1210602635
Turkey,Prostate Cancer,50646,11.38,444877,1206171313
Turkey,Cervical Cancer,70322,15.81,444877,1477416658
Turkey,Bladder Cancer,10190,2.29,444877,1034671988
Turkey,Non-Hodgkin Lymphoma,40449,9.09,444877,1421013941
Turkey,Leukemia,76179,17.12,444877,562427136
Turkey,Kidney Cancer,22042,4.95,444877,1030430186
Turkey,Ovarian Cancer,44894,10.09,444877,483220757
Turkey,Oral Cancer,62078,13.95,444877,72622071
Turkmenistan,Lung Cancer,45306,9.68,468117,1436346769
Turkmenistan,Colorectal Cancer,56371,12.04,468117,992580598
Turkmenistan,Stomach Cancer,29379,6.28,468117,995551739
Turkmenistan,Liver Cancer,3962,0.85,468117,94992475
Turkmenistan,Breast Cancer,46747,9.99,468117,779357885
Turkmenistan,Esophageal Cancer,71832,15.34,468117,825850841
Turkmenistan,Pancreatic Cancer,6730,1.44,468117,602241185
Turkmenistan,Prostate Cancer,72138,15.41,468117,209685647
Turkmenistan,Cervical Cancer,46349,9.9,468117,510427325
Turkmenistan,Bladder Cancer,42979,9.18,468117,255163605
Turkmenistan,Non-Hodgkin Lymphoma,46039,9.83,468117,1156002786
Turkmenistan,Leukemia,21923,4.68,468117,572272749
Turkmenistan,Kidney Cancer,3887,0.83,468117,682769195
Turkmenistan,Ovarian Cancer,43422,9.28,468117,309332757
Turkmenistan,Oral Cancer,3841,0.82,468117,548909716
Tuvalu,Lung Cancer,11304,2.61,433720,1301644466
Tuvalu,Colorectal Cancer,61758,14.24,433720,863109546
Tuvalu,Stomach Cancer,2375,0.55,433720,403784746
Tuvalu,Liver Cancer,4729,1.09,433720,325671318
Tuvalu,Breast Cancer,22398,5.16,433720,1353959834
Tuvalu,Esophageal Cancer,22292,5.14,433720,965660139
Tuvalu,Pancreatic Cancer,4159,0.96,433720,1041547698
Tuvalu,Prostate Cancer,63766,14.7,433720,109229287
Tuvalu,Cervical Cancer,18065,4.17,433720,1204504177
Tuvalu,Bladder Cancer,47511,10.95,433720,275418003
Tuvalu,Non-Hodgkin Lymphoma,30320,6.99,433720,1052136244
Tuvalu,Leukemia,35924,8.28,433720,1273356638
Tuvalu,Kidney Cancer,69116,15.94,433720,1010425497
Tuvalu,Ovarian Cancer,3159,0.73,433720,561512812
Tuvalu,Oral Cancer,77976,17.98,433720,573012886
Uganda,Lung Cancer,48204,16.5,292147,262686875
Uganda,Colorectal Cancer,74755,25.59,292147,59874792
Uganda,Stomach Cancer,52137,17.85,292147,1238743128
Uganda,Liver Cancer,62497,21.39,292147,28764209
Uganda,Breast Cancer,75024,25.68,292147,1227754296
Uganda,Esophageal Cancer,1901,0.65,292147,103848428
Uganda,Pancreatic Cancer,3881,1.33,292147,553317698
Uganda,Prostate Cancer,6622,2.27,292147,318185908
Uganda,Cervical Cancer,2378,0.81,292147,262571808
Uganda,Bladder Cancer,72186,24.71,292147,540799697
Uganda,Non-Hodgkin Lymphoma,60251,20.62,292147,539483031
Uganda,Leukemia,64212,21.98,292147,1090258530
Uganda,Kidney Cancer,23499,8.04,292147,1184420568
Uganda,Ovarian Cancer,52628,18.01,292147,523677373
Uganda,Oral Cancer,13632,4.67,292147,1358543311
Ukraine,Lung Cancer,66756,34.79,191873,1333131730
Ukraine,Colorectal Cancer,64382,33.55,191873,480517720
Ukraine,Stomach Cancer,54775,28.55,191873,1271226101
Ukraine,Liver Cancer,72154,37.61,191873,1099410824
Ukraine,Breast Cancer,43624,22.74,191873,1407262313
Ukraine,Esophageal Cancer,38344,19.98,191873,1155476961
Ukraine,Pancreatic Cancer,25299,13.19,191873,1249508775
Ukraine,Prostate Cancer,2462,1.28,191873,1317044321
Ukraine,Cervical Cancer,41581,21.67,191873,386058836
Ukraine,Bladder Cancer,72289,37.68,191873,290381445
Ukraine,Non-Hodgkin Lymphoma,15175,7.91,191873,1424956840
Ukraine,Leukemia,7191,3.75,191873,762611754
Ukraine,Kidney Cancer,67537,35.2,191873,1172112969
Ukraine,Ovarian Cancer,48645,25.35,191873,923986488
Ukraine,Oral Cancer,24283,12.66,191873,340206417
United Arab Emirates,Lung Cancer,60123,13.39,449115,1340454792
United Arab Emirates,Colorectal Cancer,50630,11.27,449115,60537422
United Arab Emirates,Stomach Cancer,1515,0.34,449115,642577150
United Arab Emirates,Liver Cancer,67727,15.08,449115,726319176
United Arab Emirates,Breast Cancer,47216,10.51,449115,1261722329
United Arab Emirates,Esophageal Cancer,59755,13.31,449115,1143451408
United Arab Emirates,Pancreatic Cancer,74870,16.67,449115,661495970
United Arab Emirates,Prostate Cancer,7008,1.56,449115,890123908
United Arab Emirates,Cervical Cancer,4332,0.96,449115,278414675
United Arab Emirates,Bladder Cancer,39990,8.9,449115,701196497
United Arab Emirates,Non-Hodgkin Lymphoma,37444,8.34,449115,82369859
United Arab Emirates,Leukemia,6033,1.34,449115,1014259884
United Arab Emirates,Kidney Cancer,16689,3.72,449115,896069372
United Arab Emirates,Ovarian Cancer,1066,0.24,449115,212402223
United Arab Emirates,Oral Cancer,46246,10.3,449115,993484717
United Kingdom,Lung Cancer,60658,20.14,301224,948689058
United Kingdom,Colorectal Cancer,12772,4.24,301224,106733417
United Kingdom,Stomach Cancer,50036,16.61,301224,900605667
United Kingdom,Liver Cancer,13940,4.63,301224,752160587
United Kingdom,Breast Cancer,17932,5.95,301224,1027782281
United Kingdom,Esophageal Cancer,57827,19.2,301224,1109275191
United Kingdom,Pancreatic Cancer,25648,8.51,301224,1117715315
United Kingdom,Prostate Cancer,33966,11.28,301224,1343598273
United Kingdom,Cervical Cancer,33567,11.14,301224,901612886
United Kingdom,Bladder Cancer,43598,14.47,301224,1305618815
United Kingdom,Non-Hodgkin Lymphoma,14798,4.91,301224,360595860
United Kingdom,Leukemia,18558,6.16,301224,1304030989
United Kingdom,Kidney Cancer,66497,22.08,301224,1211712242
United Kingdom,Ovarian Cancer,18118,6.01,301224,824154776
United Kingdom,Oral Cancer,1798,0.6,301224,1412146515
United States,Lung Cancer,46264,45.01,102795,784651308
United States,Colorectal Cancer,73833,71.83,102795,985878092
United States,Stomach Cancer,77646,75.53,102795,568018203
United States,Liver Cancer,2129,2.07,102795,972140470
United States,Breast Cancer,2605,2.53,102795,1341844729
United States,Esophageal Cancer,45130,43.9,102795,888258698
United States,Pancreatic Cancer,69469,67.58,102795,1346469267
United States,Prostate Cancer,26791,26.06,102795,585409412
United States,Cervical Cancer,71610,69.66,102795,30268923
United States,Bladder Cancer,1893,1.84,102795,854116270
United States,Non-Hodgkin Lymphoma,20773,20.21,102795,1218138831
United States,Leukemia,21863,21.27,102795,1397772200
United States,Kidney Cancer,61430,59.76,102795,1080234776
United States,Ovarian Cancer,2515,2.45,102795,1139998818
United States,Oral Cancer,15605,15.18,102795,786177520
Uruguay,Lung Cancer,32186,30.48,105586,1237822320
Uruguay,Colorectal Cancer,21711,20.56,105586,1342707954
Uruguay,Stomach Cancer,21039,19.93,105586,354930961
Uruguay,Liver Cancer,76483,72.44,105586,430358671
Uruguay,Breast Cancer,2577,2.44,105586,198240080
Uruguay,Esophageal Cancer,29350,27.8,105586,1225424969
Uruguay,Pancreatic Cancer,11785,11.16,105586,1176525923
Uruguay,Prostate Cancer,62957,59.63,105586,818430423
Uruguay,Cervical Cancer,18297,17.33,105586,785005404
Uruguay,Bladder Cancer,20581,19.49,105586,1425283544
Uruguay,Non-Hodgkin Lymphoma,2462,2.33,105586,3488144
Uruguay,Leukemia,65173,61.73,105586,626884311
Uruguay,Kidney Cancer,77106,73.03,105586,46399577
Uruguay,Ovarian Cancer,45414,43.01,105586,516193970
Uruguay,Oral Cancer,73573,69.68,105586,1341304865
Uzbekistan,Lung Cancer,14386,3.06,469947,23074556
Uzbekistan,Colorectal Cancer,7221,1.54,469947,362874095
Uzbekistan,Stomach Cancer,22045,4.69,469947,698132215
Uzbekistan,Liver Cancer,5922,1.26,469947,1340798855
Uzbekistan,Breast Cancer,23706,5.04,469947,1244139183
Uzbekistan,Esophageal Cancer,53949,11.48,469947,1303426950
Uzbekistan,Pancreatic Cancer,16240,3.46,469947,881643968
Uzbekistan,Prostate Cancer,3716,0.79,469947,1040286462
Uzbekistan,Cervical Cancer,74717,15.9,469947,1084683523
Uzbekistan,Bladder Cancer,45066,9.59,469947,595211202
Uzbekistan,Non-Hodgkin Lymphoma,21213,4.51,469947,1320180524
Uzbekistan,Leukemia,67151,14.29,469947,935005018
Uzbekistan,Kidney Cancer,51906,11.05,469947,936068111
Uzbekistan,Ovarian Cancer,32973,7.02,469947,379610630
Uzbekistan,Oral Cancer,21651,4.61,469947,836521622
Vanuatu,Lung Cancer,71474,18.7,382152,759682921
Vanuatu,Colorectal Cancer,75417,19.73,382152,947542051
Vanuatu,Stomach Cancer,35980,9.42,382152,48732712
Vanuatu,Liver Cancer,55970,14.65,382152,449020862
Vanuatu,Breast Cancer,12695,3.32,382152,1412794308
Vanuatu,Esophageal Cancer,43543,11.39,382152,1416461087
Vanuatu,Pancreatic Cancer,34139,8.93,382152,453695485
Vanuatu,Prostate Cancer,9802,2.56,382152,1456366259
Vanuatu,Cervical Cancer,41205,10.78,382152,735495166
Vanuatu,Bladder Cancer,35159,9.2,382152,847212348
Vanuatu,Non-Hodgkin Lymphoma,51492,13.47,382152,610860702
Vanuatu,Leukemia,31480,8.24,382152,1307708859
Vanuatu,Kidney Cancer,48766,12.76,382152,482072977
Vanuatu,Ovarian Cancer,10265,2.69,382152,1316552757
Vanuatu,Oral Cancer,71990,18.84,382152,305581710
Vatican City,Lung Cancer,38425,10.18,377530,565255523
Vatican City,Colorectal Cancer,44254,11.72,377530,1163043143
Vatican City,Stomach Cancer,54634,14.47,377530,557749501
Vatican City,Liver Cancer,48662,12.89,377530,1282070440
Vatican City,Breast Cancer,76452,20.25,377530,599091679
Vatican City,Esophageal Cancer,16581,4.39,377530,191083824
Vatican City,Pancreatic Cancer,42984,11.39,377530,242213985
Vatican City,Prostate Cancer,63699,16.87,377530,119384973
Vatican City,Cervical Cancer,26464,7.01,377530,738000796
Vatican City,Bladder Cancer,24649,6.53,377530,720234129
Vatican City,Non-Hodgkin Lymphoma,35758,9.47,377530,143884854
Vatican City,Leukemia,4775,1.26,377530,34319676
Vatican City,Kidney Cancer,22029,5.84,377530,272140877
Vatican City,Ovarian Cancer,54639,14.47,377530,1074625397
Vatican City,Oral Cancer,32105,8.5,377530,316096272
Venezuela,Lung Cancer,16960,4.72,359021,410595447
Venezuela,Colorectal Cancer,12357,3.44,359021,1225340212
Venezuela,Stomach Cancer,15626,4.35,359021,1376477519
Venezuela,Liver Cancer,7449,2.07,359021,639863993
Venezuela,Breast Cancer,10130,2.82,359021,1190147471
Venezuela,Esophageal Cancer,52702,14.68,359021,1083822785
Venezuela,Pancreatic Cancer,32875,9.16,359021,56296596
Venezuela,Prostate Cancer,7054,1.96,359021,1379059745
Venezuela,Cervical Cancer,49517,13.79,359021,1339190416
Venezuela,Bladder Cancer,30670,8.54,359021,1485570584
Venezuela,Non-Hodgkin Lymphoma,29307,8.16,359021,8059903
Venezuela,Leukemia,68087,18.96,359021,236075176
Venezuela,Kidney Cancer,27312,7.61,359021,944324856
Venezuela,Ovarian Cancer,58608,16.32,359021,232169898
Venezuela,Oral Cancer,41277,11.5,359021,1477950847
Vietnam,Lung Cancer,57597,30.34,189813,1384959201
Vietnam,Colorectal Cancer,46212,24.35,189813,517957605
Vietnam,Stomach Cancer,44258,23.32,189813,291360173
Vietnam,Liver Cancer,10824,5.7,189813,963198033
Vietnam,Breast Cancer,27950,14.73,189813,996750782
Vietnam,Esophageal Cancer,1215,0.64,189813,1322573507
Vietnam,Pancreatic Cancer,12523,6.6,189813,1041132220
Vietnam,Prostate Cancer,69689,36.71,189813,314548058
Vietnam,Cervical Cancer,35474,18.69,189813,1049094778
