Country,Cancer_Type,Total_Deaths,Population_Size
South Korea,Colorectal,61.0,1201145340.0
Spain,Prostate,,1345426984.0
Turkey,Breast,741.0,613680666.0
South Korea,Thyroid,3755.0,917464867.0
France,Breast,1789.0,634996254.0
Brazil,Liver,1575.0,87893445.0
Italy,Stomach,119.0,1393338982.0
Brazil,Stomach,2298.0,953430488.0
Mexico,Colorectal,3173.0,884153577.0
Brazil,Liver,4774.0,702479226.0
Australia,Stomach,,295326885.0
Australia,Colorectal,1337.0,446603621.0
Saudi Arabia,Thyroid,625.0,112119868.0
Mexico,Liver,2222.0,1167016414.0
Saudi Arabia,Pancreatic,794.0,935693618.0
Italy,Pancreatic,2577.0,25430748.0
Italy,Pancreatic,3123.0,591170888.0
Nigeria,Prostate,4260.0,377158464.0
Mexico,Pancreatic,4626.0,630369686.0
Turkey,Liver,1074.0,1313968011.0
Egypt,Lung,991.0,461216329.0
South Africa,Stomach,817.0,308570831.0
China,Pancreatic,2488.0,595384302.0
Japan,Liver,883.0,1070076266.0
Brazil,Cervical,2240.0,1371403302.0
Turkey,Thyroid,,1302573194.0
India,Prostate,426.0,370653608.0
Vietnam,Breast,3936.0,1174212166.0
USA,Colorectal,139.0,584117838.0
Nigeria,Cervical,2905.0,1300827586.0
Brazil,Cervical,1115.0,473568014.0
Argentina,Prostate,1108.0,1076152472.0
Brazil,Colorectal,3109.0,
India,Prostate,4122.0,650260247.0
Australia,Pancreatic,2650.0,1286367285.0
Indonesia,Breast,4269.0,929105930.0
South Africa,Colorectal,2154.0,1316979522.0
Mexico,Liver,2903.0,839415688.0
Germany,Stomach,2705.0,146834437.0
Turkey,Prostate,1565.0,1155753310.0
Argentina,Breast,,1263408054.0
Egypt,Thyroid,4197.0,341445647.0
Saudi Arabia,Lung,1623.0,1185895050.0
France,Thyroid,2586.0,673293105.0
China,Lung,3976.0,35477072.0
South Korea,Oesophagus,2102.0,239683824.0
Egypt,Liver,3846.0,275980098.0
South Korea,Oesophagus,681.0,495891130.0
Pakistan,Prostate,1911.0,464282135.0
Saudi Arabia,Prostate,4002.0,1146027894.0
Italy,Lung,1282.0,226417326.0
France,Colorectal,2314.0,1380281129.0
Egypt,Breast,2097.0,1310359047.0
Vietnam,Pancreatic,585.0,992682403.0
Mexico,Cervical,3583.0,1233098425.0
Nigeria,Prostate,4875.0,1121024001.0
Turkey,Oesophagus,3147.0,453797142.0
Vietnam,Oesophagus,1325.0,569297255.0
UK,Thyroid,3123.0,1049315677.0
Turkey,Liver,1075.0,814874694.0
Canada,Lung,2101.0,796066459.0
Egypt,Cervical,3671.0,
Germany,Lung,,967966394.0
Vietnam,Prostate,250.0,429165456.0
Bangladesh,Stomach,4453.0,916705439.0
Egypt,Cervical,3373.0,495322266.0
Argentina,Thyroid,3408.0,325420011.0
India,Oesophagus,3021.0,682418758.0
Vietnam,Thyroid,635.0,137825218.0
Bangladesh,Prostate,3395.0,1210115264.0
Nigeria,Stomach,3904.0,414365345.0
Brazil,Pancreatic,4654.0,764555749.0
Italy,Cervical,3474.0,388013304.0
Spain,Lung,4150.0,582399092.0
Italy,Cervical,409.0,202461475.0
China,Oesophagus,3719.0,1165869583.0
India,Lung,4359.0,1107649533.0
Vietnam,Pancreatic,3527.0,132643274.0
Vietnam,Pancreatic,4708.0,630567687.0
France,Liver,2862.0,540716531.0
Germany,Lung,94.0,598147149.0
Egypt,Breast,2800.0,786438932.0
Egypt,Stomach,683.0,396576697.0
Australia,Breast,1260.0,1303996756.0
Bangladesh,Pancreatic,1799.0,1260177945.0
Italy,Lung,3291.0,632729512.0
Bangladesh,Liver,,873552205.0
Australia,Cervical,643.0,431772213.0
Mexico,Cervical,1474.0,114182887.0
Bangladesh,Cervical,1976.0,1280644537.0
South Korea,Liver,906.0,1280966889.0
South Africa,Prostate,601.0,1021846907.0
Russia,Lung,4188.0,687753928.0
India,Breast,2938.0,1011009339.0
India,Stomach,4324.0,238561324.0
Indonesia,Pancreatic,1530.0,220948320.0
Canada,Stomach,,128063088.0
South Africa,Pancreatic,721.0,549217347.0
Argentina,Lung,3365.0,375208378.0
Canada,Lung,66.0,42772303.0
Brazil,Thyroid,2923.0,747849305.0
Japan,Breast,2644.0,215185029.0
China,Oesophagus,2534.0,913197924.0
Egypt,Pancreatic,665.0,554362665.0
Nigeria,Colorectal,3255.0,844303142.0
Japan,Oesophagus,2899.0,128151901.0
India,Cervical,4457.0,1076910217.0
Japan,Stomach,3857.0,838180878.0
South Korea,Lung,2122.0,862663749.0
Canada,Colorectal,574.0,1330134615.0
UK,Pancreatic,3223.0,
Japan,Prostate,1523.0,869023975.0
Argentina,Pancreatic,2475.0,352324536.0
UK,Stomach,3324.0,904376371.0
Japan,Pancreatic,3388.0,615582158.0
France,Pancreatic,2057.0,1184648180.0
Russia,Liver,4607.0,805182868.0
China,Breast,2462.0,287656209.0
Nigeria,Oesophagus,2201.0,1010820617.0
South Africa,Prostate,3232.0,753334486.0
Russia,Lung,477.0,172975989.0
Nigeria,Pancreatic,4614.0,961997445.0
Indonesia,Prostate,1064.0,75578124.0
Nigeria,Thyroid,1654.0,1350036372.0
China,Pancreatic,919.0,631254623.0
Egypt,Liver,2777.0,22957674.0
UK,Liver,2902.0,175174325.0
Japan,Colorectal,935.0,184586830.0
Vietnam,Cervical,2658.0,1246579257.0
Indonesia,Stomach,1323.0,
UK,Oesophagus,4476.0,1104678066.0
France,Thyroid,2005.0,56670350.0
India,Stomach,636.0,946183632.0
Saudi Arabia,Stomach,250.0,776454839.0
Spain,Colorectal,4599.0,9977941.0
Pakistan,Liver,,1109973256.0
South Korea,Breast,875.0,356397695.0
Argentina,Prostate,160.0,419363705.0
Italy,Lung,2961.0,31436132.0
India,Breast,3949.0,260130957.0
Mexico,Breast,957.0,147586839.0
Pakistan,Cervical,3765.0,779640839.0
Italy,Cervical,3739.0,634441241.0
Argentina,Breast,604.0,601238815.0
Indonesia,Liver,1953.0,
South Korea,Stomach,156.0,328357979.0
India,Prostate,3386.0,1150415391.0
Australia,Stomach,,581416469.0
Australia,Stomach,2276.0,957772144.0
USA,Stomach,3343.0,1326477576.0
Mexico,Prostate,1443.0,585596838.0
Nigeria,Prostate,,306734781.0
France,Colorectal,2885.0,827856395.0
USA,Oesophagus,216.0,826604956.0
Bangladesh,Breast,2760.0,936514818.0
South Africa,Pancreatic,3674.0,1070861974.0
South Africa,Colorectal,2397.0,721758102.0
Germany,Colorectal,1454.0,813529462.0
China,Lung,1575.0,1054651609.0
South Africa,Pancreatic,4459.0,540623879.0
Japan,Cervical,4961.0,415838993.0
USA,Lung,4888.0,432690252.0
Argentina,Cervical,2824.0,1304126691.0
Bangladesh,Oesophagus,875.0,612083241.0
Canada,Thyroid,1174.0,1346240830.0
China,Cervical,618.0,360752575.0
Nigeria,Stomach,2008.0,
Argentina,Cervical,3789.0,656539275.0
South Korea,Pancreatic,2159.0,1313817211.0
Mexico,Prostate,4514.0,1024858743.0
Brazil,Pancreatic,4239.0,929373600.0
China,Oesophagus,4144.0,601573698.0
Canada,Colorectal,2980.0,1089087958.0
Brazil,Stomach,813.0,1165955039.0
Italy,Thyroid,3410.0,558675291.0
Mexico,Oesophagus,3500.0,1316672955.0
Russia,Colorectal,2197.0,106577223.0
Italy,Liver,3445.0,553258909.0
France,Pancreatic,4474.0,1341224088.0
Canada,Oesophagus,3769.0,1010931676.0
Vietnam,Pancreatic,4851.0,1195771805.0
Nigeria,Thyroid,270.0,787828769.0
South Africa,Colorectal,1911.0,1261244568.0
Egypt,Pancreatic,2664.0,908812816.0
Mexico,Prostate,1071.0,893707898.0
France,Cervical,159.0,171635415.0
UK,Lung,4294.0,859874789.0
Argentina,Thyroid,3898.0,633220187.0
Vietnam,Lung,748.0,
France,Breast,157.0,418161187.0
Vietnam,Cervical,438.0,904132633.0
Canada,Thyroid,474.0,691706253.0
Italy,Oesophagus,2544.0,750171305.0
Argentina,Prostate,3015.0,104683867.0
Italy,Oesophagus,2753.0,1107014231.0
South Korea,Liver,2049.0,1074161734.0
Russia,Breast,,273782310.0
France,Prostate,1577.0,562056078.0
Indonesia,Pancreatic,4103.0,
Italy,Pancreatic,2076.0,706913839.0
Russia,Stomach,2418.0,1137239873.0
Argentina,Pancreatic,2816.0,989329679.0
UK,Colorectal,1905.0,1364374100.0
Spain,Breast,496.0,532030920.0
Indonesia,Colorectal,1647.0,421774027.0
China,Cervical,259.0,976183324.0
South Africa,Stomach,898.0,773048663.0
Russia,Stomach,1701.0,1254102880.0
Canada,Pancreatic,1966.0,1260835597.0
Argentina,Prostate,3579.0,1269661073.0
Turkey,Cervical,1968.0,87613109.0
South Africa,Liver,626.0,711171258.0
Italy,Breast,738.0,89590707.0
USA,Breast,839.0,796340007.0
Bangladesh,Thyroid,,48746211.0
Canada,Oesophagus,1737.0,
Germany,Pancreatic,399.0,1161840555.0
Russia,Thyroid,2767.0,656830961.0
Egypt,Liver,3589.0,629753367.0
China,Stomach,4571.0,1153774478.0
Australia,Lung,,1259338314.0
UK,Liver,1179.0,761436011.0
Russia,Liver,4400.0,181112306.0
South Korea,Prostate,4589.0,1112743376.0
France,Prostate,4258.0,827547580.0
Pakistan,Prostate,4834.0,414750133.0
Mexico,Prostate,1040.0,371924153.0
Germany,Oesophagus,1923.0,
Pakistan,Pancreatic,4191.0,
UK,Breast,4902.0,1327367115.0
Pakistan,Pancreatic,1426.0,862997009.0
Saudi Arabia,Pancreatic,1276.0,1082401707.0
Australia,Breast,613.0,871227838.0
Germany,Prostate,2937.0,
Germany,Pancreatic,1390.0,959765261.0
Saudi Arabia,Oesophagus,3787.0,282967695.0
Russia,Prostate,1487.0,286382692.0
Turkey,Oesophagus,144.0,135099978.0
Russia,Thyroid,3346.0,1164599474.0
Spain,Pancreatic,998.0,585692825.0
Pakistan,Colorectal,4698.0,698047058.0
Spain,Oesophagus,2742.0,1256227765.0
India,Thyroid,4211.0,511269201.0
Mexico,Cervical,3331.0,610710173.0
Saudi Arabia,Cervical,1547.0,1266233558.0
UK,Thyroid,4810.0,462693067.0
Germany,Stomach,2781.0,816352780.0
Italy,Stomach,2793.0,402488916.0
UK,Prostate,,180850460.0
Vietnam,Stomach,2931.0,18373937.0
Spain,Cervical,251.0,1238701850.0
Spain,Stomach,1548.0,257247324.0
Argentina,Colorectal,3136.0,270991886.0
Spain,Cervical,3163.0,
Japan,Oesophagus,2640.0,885659222.0
Japan,Liver,1998.0,260001220.0
Italy,Stomach,3654.0,1299649465.0
Germany,Stomach,4013.0,193930164.0
Saudi Arabia,Pancreatic,743.0,1101516414.0
South Korea,Breast,1769.0,244484211.0
Germany,Colorectal,3983.0,155149641.0
Bangladesh,Cervical,3782.0,914592486.0
Saudi Arabia,Cervical,2709.0,1393564746.0
Canada,Lung,1771.0,504773147.0
Australia,Breast,4101.0,1245228479.0
Brazil,Stomach,2341.0,1348011558.0
Russia,Thyroid,4249.0,833692783.0
Egypt,Pancreatic,2748.0,1003376463.0
Saudi Arabia,Oesophagus,3424.0,1193349101.0
Indonesia,Pancreatic,,9130478.0
Russia,Stomach,1091.0,155801139.0
Pakistan,Lung,1607.0,1057419422.0
Germany,Liver,1257.0,507302696.0
South Korea,Cervical,1730.0,652809999.0
Egypt,Oesophagus,3671.0,550576132.0
Indonesia,Breast,3402.0,283040034.0
Russia,Stomach,1728.0,301258804.0
Germany,Colorectal,3646.0,432072152.0
India,Thyroid,2795.0,77973274.0
Vietnam,Pancreatic,3595.0,146119033.0
Egypt,Lung,3043.0,677095226.0
Brazil,Liver,830.0,66227489.0
Italy,Prostate,995.0,495402141.0
Australia,Thyroid,3478.0,85135326.0
USA,Stomach,3148.0,912086808.0
Mexico,Liver,597.0,642670141.0
China,Thyroid,2257.0,1261767427.0
India,Thyroid,3034.0,1192668706.0
Vietnam,Cervical,2640.0,
Argentina,Thyroid,2224.0,1012730475.0
Australia,Colorectal,1847.0,547421128.0
Spain,Liver,,1057257466.0
Canada,Stomach,3106.0,601314969.0
Brazil,Stomach,2307.0,
Italy,Colorectal,2247.0,207531537.0
USA,Breast,80.0,764370973.0
Pakistan,Liver,661.0,145281658.0
France,Thyroid,,63388333.0
Germany,Lung,3060.0,1095108892.0
Japan,Oesophagus,2962.0,266447174.0
South Africa,Liver,3852.0,502093969.0
UK,Prostate,,1353774415.0
South Korea,Lung,732.0,14880368.0
South Korea,Colorectal,306.0,664186347.0
China,Thyroid,989.0,245533778.0
USA,Breast,2944.0,275465794.0
Pakistan,Prostate,3235.0,896685179.0
Argentina,Breast,826.0,813304290.0
Egypt,Breast,2782.0,45252741.0
USA,Pancreatic,781.0,
Germany,Cervical,2092.0,1351861484.0
Spain,Prostate,1019.0,1285246724.0
Pakistan,Oesophagus,152.0,1328590818.0
Japan,Cervical,1133.0,400901330.0
Australia,Prostate,4912.0,421513040.0
France,Breast,3120.0,1301923893.0
Pakistan,Cervical,3798.0,231205474.0
Saudi Arabia,Prostate,421.0,348217520.0
South Africa,Oesophagus,728.0,796220428.0
Indonesia,Lung,251.0,1334967565.0
Russia,Liver,138.0,156196668.0
Nigeria,Thyroid,2046.0,287192127.0
Germany,Prostate,4544.0,212573226.0
Pakistan,Oesophagus,237.0,692074660.0
UK,Liver,4797.0,625432116.0
South Africa,Cervical,1604.0,1183362126.0
Russia,Prostate,4732.0,273438399.0
Bangladesh,Prostate,279.0,408445713.0
Brazil,Colorectal,3602.0,1039423904.0
India,Prostate,104.0,931598565.0
Russia,Thyroid,4416.0,432455350.0
USA,Colorectal,4081.0,800768266.0
Japan,Liver,1173.0,535970378.0
Bangladesh,Cervical,3190.0,486385519.0
India,Cervical,3420.0,1329805623.0
Nigeria,Stomach,1602.0,1096369881.0
Japan,Stomach,165.0,591833986.0
Pakistan,Liver,3663.0,764948568.0
Russia,Pancreatic,4468.0,1336239632.0
UK,Oesophagus,2660.0,744295420.0
Australia,Pancreatic,409.0,537742229.0
China,Oesophagus,77.0,500914972.0
Brazil,Colorectal,3887.0,274181081.0
Mexico,Liver,3583.0,837812193.0
Argentina,Oesophagus,1468.0,757035161.0
Bangladesh,Stomach,4089.0,994020408.0
Nigeria,Stomach,2966.0,
Bangladesh,Breast,1344.0,1312753674.0
Egypt,Oesophagus,3679.0,417909574.0
USA,Liver,2125.0,788877533.0
Spain,Lung,4889.0,518839989.0
Mexico,Colorectal,3727.0,99393537.0
USA,Prostate,3203.0,361320767.0
Spain,Prostate,1828.0,644669405.0
Nigeria,Oesophagus,4725.0,310027638.0
China,Pancreatic,3944.0,1157420725.0
Vietnam,Colorectal,2548.0,683493644.0
Mexico,Cervical,4578.0,865085412.0
China,Thyroid,423.0,1031611.0
Nigeria,Prostate,2315.0,1077565163.0
Australia,Stomach,1181.0,848935877.0
USA,Colorectal,1892.0,1262097333.0
China,Pancreatic,1623.0,
Vietnam,Liver,4494.0,126762583.0
Turkey,Pancreatic,837.0,484039654.0
Bangladesh,Colorectal,1595.0,48209648.0
Spain,Cervical,,562873748.0
Mexico,Prostate,419.0,460699946.0
Russia,Stomach,4424.0,1186719833.0
Brazil,Lung,1752.0,803772237.0
UK,Liver,,771471240.0
Italy,Stomach,1978.0,
South Korea,Cervical,4105.0,1022460601.0
Vietnam,Thyroid,656.0,140137182.0
Canada,Cervical,2626.0,866922703.0
Germany,Cervical,4174.0,1117791896.0
South Korea,Prostate,,838973029.0
Vietnam,Colorectal,1926.0,1349710990.0
Canada,Colorectal,633.0,1276696984.0
Mexico,Stomach,2859.0,180834695.0
Australia,Thyroid,705.0,1196556817.0
Canada,Thyroid,4931.0,462447316.0
Mexico,Pancreatic,272.0,712959918.0
Bangladesh,Lung,2172.0,1169046914.0
Turkey,Cervical,2270.0,330420608.0
USA,Lung,3600.0,402412876.0
Canada,Breast,2492.0,1217545471.0
UK,Oesophagus,4978.0,417610620.0
Vietnam,Cervical,4035.0,469250911.0
Indonesia,Lung,216.0,792123294.0
Bangladesh,Prostate,2066.0,567499624.0
Spain,Oesophagus,167.0,615169793.0
Brazil,Thyroid,1859.0,721256391.0
Turkey,Cervical,2256.0,288453626.0
Bangladesh,Cervical,1300.0,636501848.0
Saudi Arabia,Thyroid,,1333506924.0
Mexico,Pancreatic,3159.0,600382441.0
India,Prostate,4608.0,1218537957.0
South Korea,Cervical,1721.0,1082524629.0
Argentina,Lung,2201.0,1150599335.0
Turkey,Cervical,2347.0,697494880.0
Nigeria,Oesophagus,1086.0,374426542.0
Spain,Cervical,2664.0,990990672.0
Egypt,Lung,1929.0,963837329.0
Bangladesh,Liver,646.0,190218231.0
Pakistan,Oesophagus,670.0,565780802.0
India,Stomach,120.0,1024016439.0
Argentina,Stomach,1853.0,1273505925.0
Canada,Oesophagus,4583.0,1249371120.0
Mexico,Prostate,1117.0,57243660.0
Nigeria,Liver,1975.0,521776438.0
Turkey,Oesophagus,1087.0,156681909.0
China,Lung,3492.0,254693982.0
South Africa,Breast,3233.0,850693648.0
Russia,Colorectal,1452.0,1139353300.0
India,Cervical,2411.0,1052146767.0
Vietnam,Pancreatic,1488.0,75796416.0
Egypt,Liver,3861.0,44476039.0
UK,Lung,534.0,1327290624.0
China,Pancreatic,4314.0,184491182.0
Japan,Stomach,4948.0,109383012.0
Argentina,Oesophagus,295.0,43092951.0
China,Liver,4994.0,290621358.0
South Korea,Thyroid,3421.0,1252775293.0
Japan,Cervical,1400.0,477187045.0
India,Colorectal,579.0,177855153.0
France,Stomach,4992.0,52508461.0
USA,Oesophagus,3864.0,789504489.0
Turkey,Cervical,1838.0,1127567005.0
Vietnam,Stomach,1752.0,959606442.0
Russia,Thyroid,3675.0,763941774.0
Egypt,Pancreatic,3370.0,1020061270.0
Vietnam,Colorectal,809.0,135453096.0
Nigeria,Colorectal,1453.0,188215833.0
USA,Cervical,847.0,138424011.0
Spain,Lung,581.0,32758789.0
France,Cervical,1967.0,539838399.0
Italy,Stomach,4187.0,1020673169.0
Spain,Lung,3466.0,490067957.0
Brazil,Colorectal,648.0,160112023.0
Turkey,Breast,355.0,58073061.0
Germany,Colorectal,4954.0,172457691.0
Mexico,Cervical,2959.0,91606926.0
Italy,Stomach,728.0,1042309631.0
Australia,Lung,3434.0,666636995.0
Germany,Oesophagus,780.0,592686399.0
Nigeria,Lung,2075.0,1237264656.0
Egypt,Thyroid,4278.0,703753268.0
UK,Prostate,2816.0,1035225161.0
USA,Prostate,2148.0,1220189899.0
Saudi Arabia,Liver,441.0,551821828.0
Germany,Pancreatic,2793.0,1211138758.0
South Africa,Liver,3834.0,1102722366.0
Nigeria,Liver,3887.0,
USA,Lung,4653.0,472918685.0
Canada,Stomach,1735.0,176408368.0
Pakistan,Liver,2964.0,1129841380.0
Turkey,Cervical,1468.0,1290597252.0
South Africa,Lung,4241.0,610402515.0
Japan,Stomach,4251.0,1015873305.0
Italy,Prostate,4140.0,375530278.0
Argentina,Breast,3776.0,1069702277.0
USA,Cervical,4823.0,1306463516.0
China,Oesophagus,3679.0,860663439.0
China,Pancreatic,,756230049.0
USA,Oesophagus,4935.0,958409123.0
Egypt,Stomach,4660.0,319033576.0
South Africa,Thyroid,1134.0,893157753.0
Turkey,Stomach,1057.0,1137037764.0
Egypt,Breast,1367.0,862785248.0
Germany,Prostate,2399.0,862478314.0
South Korea,Colorectal,,681706450.0
China,Stomach,2328.0,331733688.0
South Korea,Prostate,3772.0,770616598.0
Spain,Oesophagus,3743.0,
India,Stomach,4442.0,1002027299.0
Russia,Stomach,4600.0,189380584.0
South Africa,Liver,4385.0,521096303.0
India,Oesophagus,3297.0,1205757670.0
South Africa,Pancreatic,3184.0,1324639172.0
Canada,Pancreatic,2648.0,920332589.0
Spain,Cervical,2235.0,148079957.0
South Africa,Thyroid,4102.0,785255679.0
Turkey,Colorectal,4599.0,1278158923.0
USA,Stomach,3874.0,801634932.0
USA,Stomach,3570.0,
Japan,Cervical,1299.0,905516628.0
Nigeria,Thyroid,2124.0,1165521412.0
South Korea,Oesophagus,2554.0,1284848023.0
UK,Stomach,4840.0,31893511.0
Argentina,Prostate,4855.0,915737473.0
China,Lung,2064.0,68173178.0
Bangladesh,Thyroid,4994.0,1198963696.0
Argentina,Stomach,998.0,648385057.0
China,Thyroid,156.0,733261434.0
Russia,Pancreatic,2541.0,192102102.0
South Korea,Colorectal,4742.0,852559863.0
Italy,Stomach,204.0,998546041.0
Russia,Colorectal,3290.0,882306617.0
UK,Breast,845.0,760717521.0
Mexico,Lung,4417.0,753365500.0
UK,Cervical,1620.0,165237181.0
South Africa,Colorectal,1684.0,
Turkey,Stomach,1988.0,1162019573.0
Egypt,Liver,1582.0,416340400.0
Nigeria,Cervical,3078.0,301051038.0
France,Cervical,4267.0,713203341.0
China,Oesophagus,1490.0,611837440.0
Vietnam,Colorectal,1448.0,858407117.0
Indonesia,Liver,3696.0,448017064.0
Indonesia,Colorectal,3447.0,1155086148.0
Brazil,Oesophagus,4295.0,
Indonesia,Lung,4852.0,1381427453.0
China,Stomach,3092.0,1179589312.0
Germany,Pancreatic,1665.0,960470076.0
South Korea,Pancreatic,,698954323.0
China,Colorectal,2648.0,1081038127.0
France,Oesophagus,894.0,982946602.0
Egypt,Thyroid,3469.0,923273364.0
Saudi Arabia,Stomach,3580.0,1356035229.0
Italy,Colorectal,2377.0,995972201.0
Japan,Thyroid,3090.0,897062025.0
Vietnam,Stomach,2026.0,1172321815.0
Indonesia,Thyroid,1885.0,382329830.0
Japan,Cervical,,621220335.0
USA,Colorectal,404.0,730468028.0
Argentina,Oesophagus,,584620613.0
Japan,Stomach,4523.0,35073129.0
South Africa,Pancreatic,3245.0,410959993.0
Indonesia,Colorectal,,1004958261.0
Pakistan,Stomach,1037.0,1042579096.0
Canada,Stomach,4378.0,351137454.0
Canada,Thyroid,203.0,529683558.0
India,Thyroid,956.0,1200183818.0
Russia,Liver,3813.0,1380061414.0
Russia,Colorectal,1670.0,185117258.0
Pakistan,Breast,3678.0,1113912368.0
Bangladesh,Prostate,3624.0,750186063.0
Australia,Breast,4468.0,281406760.0
Brazil,Stomach,381.0,365793019.0
Pakistan,Liver,4388.0,241294623.0
Turkey,Stomach,479.0,1198145658.0
Turkey,Breast,2473.0,393903113.0
Russia,Stomach,130.0,254315535.0
Nigeria,Thyroid,1623.0,
Pakistan,Colorectal,469.0,976642939.0
Egypt,Pancreatic,516.0,425524797.0
Brazil,Breast,,
Turkey,Prostate,1615.0,1173177516.0
USA,Prostate,1568.0,546411039.0
Pakistan,Thyroid,4080.0,194481390.0
Spain,Colorectal,2085.0,738866339.0
South Africa,Lung,853.0,442460696.0
Pakistan,Lung,1127.0,1397404870.0
Brazil,Oesophagus,1682.0,186172730.0
Spain,Oesophagus,2034.0,
Brazil,Breast,53.0,172817693.0
Vietnam,Thyroid,652.0,691664833.0
China,Thyroid,2417.0,1049343696.0
Argentina,Stomach,3725.0,1371970488.0
Spain,Prostate,550.0,152013379.0
Nigeria,Prostate,234.0,225886087.0
Italy,Prostate,3559.0,843751615.0
Argentina,Liver,3301.0,33686340.0
Germany,Colorectal,3197.0,
Vietnam,Cervical,2990.0,1379260738.0
Saudi Arabia,Stomach,1345.0,178084325.0
Pakistan,Lung,104.0,1171602508.0
Brazil,Thyroid,,957749779.0
India,Lung,2960.0,863887621.0
UK,Liver,1920.0,790711345.0
Argentina,Lung,4222.0,599996145.0
Egypt,Prostate,2393.0,329939631.0
UK,Pancreatic,3340.0,678475591.0
Argentina,Stomach,3398.0,1144742832.0
Argentina,Pancreatic,1651.0,1147287015.0
Egypt,Oesophagus,2843.0,312037518.0
Brazil,Pancreatic,3387.0,985989049.0
UK,Cervical,2140.0,262921353.0
Russia,Thyroid,1301.0,1190662078.0
Australia,Liver,220.0,818689248.0
USA,Thyroid,2859.0,1041003582.0
Australia,Cervical,2404.0,17069427.0
France,Thyroid,1823.0,539581368.0
Argentina,Pancreatic,3804.0,1158513760.0
Turkey,Colorectal,4041.0,7215752.0
Vietnam,Thyroid,2131.0,646290957.0
Argentina,Oesophagus,876.0,118336388.0
Russia,Stomach,1715.0,1214862275.0
China,Stomach,179.0,14949755.0
Turkey,Lung,1467.0,224195375.0
Canada,Breast,3837.0,1208999439.0
Egypt,Pancreatic,1457.0,81581947.0
Bangladesh,Prostate,643.0,1024651907.0
USA,Cervical,1087.0,229650623.0
Japan,Liver,2178.0,1047841015.0
Turkey,Pancreatic,3328.0,33970376.0
Nigeria,Stomach,4349.0,1354867554.0
Germany,Lung,72.0,380235945.0
Argentina,Thyroid,1683.0,457532942.0
Germany,Prostate,4051.0,749779543.0
UK,Prostate,4249.0,578231809.0
Australia,Breast,1455.0,1371631873.0
Japan,Colorectal,1528.0,446303464.0
Australia,Breast,1244.0,52452963.0
Saudi Arabia,Thyroid,625.0,85211812.0
Japan,Pancreatic,1656.0,1319457889.0
Japan,Oesophagus,4419.0,333951416.0
India,Cervical,501.0,581859942.0
China,Prostate,174.0,1042512658.0
Canada,Liver,3504.0,1247610149.0
India,Pancreatic,2414.0,1009613142.0
Germany,Liver,1916.0,1260832045.0
Egypt,Lung,1733.0,222612203.0
Bangladesh,Liver,956.0,299591045.0
Argentina,Prostate,3584.0,364048345.0
France,Prostate,479.0,935126101.0
Vietnam,Prostate,2801.0,872947607.0
China,Pancreatic,3875.0,921594157.0
Bangladesh,Pancreatic,411.0,1290939239.0
Spain,Cervical,4941.0,118164637.0
Bangladesh,Stomach,481.0,386006323.0
Australia,Colorectal,2772.0,1291294900.0
